map	glycans	rescodes	nAtom	nC	nO	nN	nS	nP	nHal	nAromAtom	nRing	nAromRing	ringSizes	nCarbonyl	nEsterC	maxChainC	attach
*1OC^RCC=^XCC=^XCC^RC^RC*2/10C/9O/3C	1	1	13	11	2	0	0	0	0	0	0	0	-	0	0	10	O
*1OC^RC^R*2/4C^SNC^SC^SO$3/9C$6/8C^RCC$7/12$3/8CC^SCC/16O	1	1	17	13	3	1	0	0	0	0	4	0	5,5,5,5	0	0	4	O
*1OC^RC^S*2/4CC^SC^RC^RC$3/9C/8C=^ZCC$7/14=O/7C	1	1	14	12	2	0	0	0	0	0	2	0	5,7	1	0	1	O
*1OC^S*2/3C=^ECC^SCCCCC/7O	1	1	11	9	2	0	0	0	0	0	0	0	-	0	0	9	O
*1OC^SC=*2/4CCC=^ZCC=^ECC^SCC/12C/9OC$6/7=^ZCC$3/19=O/3C	1	1	19	16	3	0	0	0	0	0	2	0	6,6	1	0	5	O
*1OC^SC^R*2/4C^RC^SC^RC^SC^SC^SCC^SCC$10/13O/11CC$8/10C/9CC$6/7C$3/6C	1	1	21	19	2	0	0	0	0	0	4	0	5,6,6,6	0	0	1	O
*1OC^SC^R*2/4C^SC^SC^RC^SC^SC^SCC^SCC$10/13O/11CC$8/10C/9CC$6/7C$3/6C	1	1	21	19	2	0	0	0	0	0	4	0	5,6,6,6	0	0	1	O
*1OC^SC^R*2/4C^SC^SC^SC^SC^RCCC^SCC$10/13O/11=^ZCC$8/10C/9CC$6/7C$3/6C	1	1	21	19	2	0	0	0	0	0	4	0	5,6,6,6	0	0	1	O
*1OC^SC^S*2/4CC=^ECC$3/9=O/8Cl/7C=^ZCC=^ECC^XCC/16C/13OC$6/3C	1	1	20	16	3	0	0	0	1	0	2	0	6,6	1	0	5	O
*1OC^SC^SC^S*2/5CC^SC^RCO/9$4/8O/3OCCCC/16C/14=O	1	1	17	12	5	0	0	0	0	0	1	0	5	1	1	4	O
*1OC^SC^SC^S*2/5CC^SC^RCO/9$4/9O/8O/3OCCCC/17C/15=O	1	1	18	12	6	0	0	0	0	0	1	0	5	1	1	4	O
*1OC^SC^SC^S*2/5CC^SC^S$4/9C/9O/8O/3OCCCC/16C/14=O	1	1	17	12	5	0	0	0	0	0	1	0	5	1	1	4	O
*1OC^SC^SC^S*2/5CC^SC^SCO/9$4/8O/3OCCCC/16C/14=O	1	1	17	12	5	0	0	0	0	0	1	0	5	1	1	4	O
*1OC^X(CCCNCCCCCCC$9/11C$4/10$6/15)O(/12)=O(/8)CCC^XC^XC/21O/20($7/5)*2/3C	1	1	23	18	4	1	0	0	0	12	4	3	5,5,6,6	1	0	2	O
*1OC^X*2/3C=^ECC	1	1	5	4	1	0	0	0	0	0	0	0	-	0	0	4	O
*1OC^XC^X*2/4CC=^ECC$3/9=O/8Cl/7C=^ZCC=^ECC^XC^XC/17O/16C/13OC$6/3C	1	1	21	16	4	0	0	0	1	0	2	0	6,6	1	0	5	O
*1OC^XC^XC^X*3/5C^SO*2/7CC=^ECC=^ZCC=^ECC^SCC/17C/14O$3/12$4/11Cl/10=O/7C/5O/4O	1	1	23	16	6	0	0	0	1	0	2	0	6,6	1	0	5	O
*1OP^RO*2/3O/3=O	1	1	5	0	4	0	0	1	0	0	0	0	-	0	0	0	O
*1OP^XN*2/4CCCl/3NCCCl/3=O	1	1	11	4	2	2	0	1	2	0	0	0	-	0	0	2	O
*1SC^RN*2/3C	1	1	4	2	0	1	1	0	0	0	0	0	-	0	0	2	S
*=C(CCCCCC$3/6)OC	1	1	9	8	1	0	0	0	0	6	1	1	6	0	0	1	C
*=CC=^ECC=^ECC	1	1	6	6	0	0	0	0	0	0	0	0	-	0	0	6	C
*=CC=^ECC=^ECC=^ECC^RCC^RCC/11C/9C/7C/2O	1	1	16	15	1	0	0	0	0	0	0	0	-	0	0	12	C
*=CC=^XCC/3C	1	1	5	5	0	0	0	0	0	0	0	0	-	0	0	4	C
*=CCCCCCCCCCC	1	1	11	11	0	0	0	0	0	0	0	0	-	0	0	11	C
*=CCC^RC^SC^SC^RC^RCC$5/8O/7CO/7C/6CCC$4/17=C/5C	1	1	18	16	2	0	0	0	0	0	2	0	6,6	0	0	2	C
*=CCO	1	1	3	2	1	0	0	0	0	0	0	0	-	0	0	2	C
*=CC^RCC^RC^SCC$3/6Cl/5OC	1	1	10	8	1	0	0	0	1	0	1	0	6	0	0	1	C
*=CNC=*	1	1	3	2	0	1	0	0	0	0	0	0	-	0	0	1	C
*=NCC	1	1	3	2	0	1	0	0	0	0	0	0	-	0	0	2	N
*=OC	1	1	2	1	1	0	0	0	0	0	0	0	-	1	0	1	O
*C(CCCCCC$3/4)*/2=O	1	1	8	7	1	0	0	0	0	6	1	1	6	1	0	1	C
*C(CCCCCC$3/5CCCC$4)	1	1	11	11	0	0	0	0	0	10	2	2	6,6	0	0	1	C
*C(CCCCCC$3/6)C/2=O	1	1	9	8	1	0	0	0	0	6	1	1	6	1	0	1	C
*C(CCCCCC$3/6)O(/5)OC/2=O	1	1	11	8	3	0	0	0	0	6	1	1	6	1	0	1	C
*C(CCCCCC$3/6)OC(/5)O	1	1	10	8	2	0	0	0	0	6	1	1	6	0	0	1	C
*C(CCCCCC$3/6)OC(/5)OCC^SC(CCCCCC$15)/13NCOCC/24C/24C/22=O/12=O	1	1	28	22	5	1	0	0	0	12	2	2	6,6	2	2	3	C
*C(CCCCCC$3/7)OC(/6)O(/5)OC/2=O	1	1	13	9	4	0	0	0	0	6	1	1	6	1	0	1	C
*C(CCCCCC$3/7)OC(/6)OC(/5)OC	1	1	13	10	3	0	0	0	0	6	1	1	6	0	0	1	C
*C(CNCNC$3/4)C	1	1	7	5	0	2	0	0	0	5	1	1	5	0	0	1	C
*C(NCCCC$3/5NCCCCCC$9/10N$4/7)N(/6)S(CCCCCC$18/21)C/17=O/17=O	1	1	25	18	2	4	1	0	0	19	4	4	5,6,6,6	0	0	1	C
*C=C(CCCCCC$4/5)NC$2/11=O/3O	1	1	12	9	2	1	0	0	0	6	2	1	6,6	1	0	0	C
*C=CC=^ECC=^ECC=^ZCC=^ECCO$8/12=O/10OC/9C	1	1	16	13	3	0	0	0	0	0	1	0	6	1	1	6	C
*C=CCCCC^XOCC^XCC^XCC/12C/10C/9=O/7CC$4/18=O/7C/6=O/5=^ECO$2	1	1	23	18	5	0	0	0	0	0	2	0	6,6	3	1	6	C
*C=CCC^SC^RC^SC^SC^SC=^ZCC=C/9C/8OCN/16=O/7C/6O/5C/3C	1	1	21	17	3	1	0	0	0	0	0	0	-	1	1	12	C
*C=CC^RC^SC^SC^SC^RCCCC$7/10=O/9C/9C/8CC$5/7C/6C^SC$3/19O/5C/4CC$2/4C	1	1	24	22	2	0	0	0	0	0	4	0	5,6,6,6	1	0	1	C
*CC(NCCCNCN$5/6NC$4/9)N	1	1	12	7	0	5	0	0	0	9	2	2	5,6	0	0	2	C
*CC(NCCNC$4/6)CNC=^ZN($5)/11N/9=O	1	1	13	7	1	5	0	0	0	5	2	1	5,6	1	0	2	C
*CC/2=C	1	1	3	3	0	0	0	0	0	0	0	0	-	0	0	3	C
*CC/2C/2C	1	1	4	4	0	0	0	0	0	0	0	0	-	0	0	3	C
*CC/2C/2O	1	1	4	3	1	0	0	0	0	0	0	0	-	0	0	3	C
*CC=^ECC=^ECCCCCC^XCC=^ECCO/15=O/13C/11C/9=C	1	1	19	17	2	0	0	0	0	0	0	0	-	1	1	14	C
*CC=^ECC^RCC/6=O/5C	1	1	8	7	1	0	0	0	0	0	0	0	-	1	0	6	C
*CC=^ECC^RC^SCC/6O/5C	1	1	9	8	1	0	0	0	0	0	0	0	-	0	0	7	C
*CC=^ECC^XC^XC/6O/5C	1	1	8	7	1	0	0	0	0	0	0	0	-	0	0	6	C
*CC=^XCCCCO/7=O	1	1	8	6	2	0	0	0	0	0	0	0	-	1	1	6	C
*CC=^ZCCNCN$3/7=O/5=O/4C	1	1	10	6	2	2	0	0	0	0	1	0	6	2	0	1	C
*CCC=CC/5C/3=O	1	1	7	6	1	0	0	0	0	0	0	0	-	1	0	5	C
*CCC=^ECCCC=CC/9C/5C	1	1	11	11	0	0	0	0	0	0	0	0	-	0	0	9	C
*CCC=^ECCCC=^ECCCC=^ECCO/13C/9C/5C	1	1	17	16	1	0	0	0	0	0	0	0	-	0	0	13	C
*CCC=^ECCCC=^ECCCCC^XCO/13C/9C/5C	1	1	17	16	1	0	0	0	0	0	0	0	-	0	0	13	C
*CCC=^ECCCC=^ECCCC^RCC/13=C/12O/9C/5C	1	1	17	16	1	0	0	0	0	0	0	0	-	0	0	13	C
*CCC=^ECCCCC^XC^XCC=CC/13C/10O/9C/5C	1	1	17	16	1	0	0	0	0	0	0	0	-	0	0	13	C
*CCC=^ECCCC^SC^SCCCC$8/13C/13C/9C/9O/5C	1	1	17	16	1	0	0	0	0	0	1	0	6	0	0	6	C
*CCC=^ECCCC^XCC/9=C/8O/5C	1	1	12	11	1	0	0	0	0	0	0	0	-	0	0	9	C
*CCCCC/5C/3=O	1	1	7	6	1	0	0	0	0	0	0	0	-	1	0	5	C
*CCCCCCCCC	1	1	9	9	0	0	0	0	0	0	0	0	-	0	0	9	C
*CCCCCCCCCC	1	1	10	10	0	0	0	0	0	0	0	0	-	0	0	10	C
*CCCCCCCCCCCC	1	1	12	12	0	0	0	0	0	0	0	0	-	0	0	12	C
*CCCCCCCCCCCC(CCCCCC$14/17)O	1	1	19	18	1	0	0	0	0	6	1	1	6	0	0	12	C
*CCCCCCCCCCCCCCCC/2=O	1	1	17	16	1	0	0	0	0	0	0	0	-	1	0	16	C
*CCCC^RC^RC^RC^SC^RC^SC^SC^RCC^RCC$11/14O/12CC^R$9/19O/11C/10CC^S$7/23O/8CC$6/7C/5C	1	1	27	24	3	0	0	0	0	0	4	0	5,6,6,6	0	0	5	C
*CCCC^RC^RC^RC^SC^RC^SC^SC^XCC^RCC$11/14O/12CC^R$9/19O/11C/10CC^S$7/23O/8CC$6/7C/5C	1	1	27	24	3	0	0	0	0	0	4	0	5,6,6,6	0	0	5	C
*CCCC^RC^RC^SC^SCC=^ZCC=^ZCCCCC^SC$13/17O/14=C/10CC$7/8CC$6/7C/5C	1	1	25	24	1	0	0	0	0	0	3	0	5,6,6	0	0	5	C
*CCCC^XCCCCC/9C/5C	1	1	11	11	0	0	0	0	0	0	0	0	-	0	0	9	C
*CCC^RC^RC^SCC=^ZCCC$5/8C/6CC^R$4/14C/6C=O/4CO	1	1	18	16	2	0	0	0	0	0	2	0	5,7	1	0	2	C
*CCC^SC^RC^RCCO/8=O/7=^ECCC$5/6CCC^R$4/16C/6C/4C	1	1	18	16	2	0	0	0	0	0	2	0	6,6	1	1	2	C
*CCN*	1	1	3	2	0	1	0	0	0	0	0	0	-	0	0	2	C
*CCNC(CCCCCC$6/9)NC/12C	1	1	13	11	0	2	0	0	0	6	1	1	6	0	0	2	C
*CCNC*/5=O	1	1	5	3	1	1	0	0	0	0	0	0	-	1	0	2	C
*CCNCNC$2/5=O/3=O	1	1	8	4	2	2	0	0	0	0	1	0	6	2	0	0	C
*CCO*/3=O	1	1	4	2	2	0	0	0	0	0	0	0	-	1	1	2	C
*CCO*/3C/3C	1	1	5	4	1	0	0	0	0	0	0	0	-	0	0	3	C
*CCOCC(CCCCCC$7/10)O/3=O	1	1	13	10	3	0	0	0	0	6	1	1	6	1	1	2	C
*CCOCC^X(CCCCCC$7/10)O(/9)O/6OCC/3=O	1	1	17	12	5	0	0	0	0	6	1	1	6	1	1	2	C
*CC^R(CCCCCC$4/8)O(/7)O(/5)CCN$3	1	1	13	10	2	1	0	0	0	6	2	1	6,6	0	0	1	C
*CC^R(CCCCCC$4/8)O(/7)O(/5)CCNCC/15=O/14$3	1	1	16	12	3	1	0	0	0	6	2	1	6,6	1	0	2	C
*CC^RC(CCCCCC$5)/4=^ECCO$3/12=O/11O	1	1	14	11	3	0	0	0	0	6	2	1	5,6	1	1	1	C
*CC^RCC^RCCC/5C/3C	1	1	9	9	0	0	0	0	0	0	0	0	-	0	0	7	C
*CC^RCC^RCCCO/8=O/5C/3C	1	1	11	9	2	0	0	0	0	0	0	0	-	1	1	7	C
*CC^S(CCCCCC$4/8)O(/7)O(/5)CCN$3	1	1	13	10	2	1	0	0	0	6	2	1	6,6	0	0	1	C
*CC^XCC^RC^RCC$3/6O/5OC	1	1	10	8	2	0	0	0	0	0	1	0	6	0	0	1	C
*CC^XCC^XC^XCC$3/6O/5OC	1	1	10	8	2	0	0	0	0	0	1	0	6	0	0	1	C
*CC^XCC^XC^XOCCO/6CC$3/5OC	1	1	13	10	3	0	0	0	0	0	1	0	6	0	0	2	C
*CC^XCO/4=O/3N	1	1	6	3	2	1	0	0	0	0	0	0	-	1	1	3	C
*CCl	1	1	2	1	0	0	0	0	1	0	0	0	-	0	0	1	C
*CF	1	1	2	1	0	0	0	0	1	0	0	0	-	0	0	1	C
*CN	1	1	2	1	0	1	0	0	0	0	0	0	-	0	0	1	C
*CN(CCCCCC$4/6)CNCC^RC^RCNC(CCCCCC$18/21)Cl(/20)Cl/16C/14O($5)/13C/11C^SCO/29C/10=O/2=O	1	1	33	24	4	3	0	0	2	12	3	2	6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^RCNC(CCCCCC$18/21)O(CCCCCC$25/5)O$14/16C/13C/11C^SCO/34C/10=O/2=O	1	1	38	30	5	3	0	0	0	18	4	3	6,6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^RCNC(CCCCCC$18/21)OCO($20/5)O$14/16C/13C/11C^RCO/30C/10=O/2=O	1	1	34	25	6	3	0	0	0	12	4	2	5,6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^RCNC(CCCCCC$18/21)OCO($20/5)O$14/16C/13C/11C^SCO/30C/10=O/2=O	1	1	34	25	6	3	0	0	0	12	4	2	5,6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^RCNCCCCCCC$18/16C/14O($5)/13C/11C^RCO/27C/10=O/2=O	1	1	31	24	4	3	0	0	0	6	3	1	6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^RCNCCCCCCC$18/16C/14O($5)/13C/11C^SCO/27C/10=O/2=O	1	1	31	24	4	3	0	0	0	6	3	1	6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^RCNCN(CCCCCC$19/21CCCC$20/5)O$14/17=O/16C/13C/11C^SCO/33C/10=O/2=O	1	1	37	28	5	4	0	0	0	16	4	3	6,6,6,8	3	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^RCNCNCCCCCC$19/17=O/16C/14O($5)/13C/11C^RCO/29C/10=O/2=O	1	1	33	24	5	4	0	0	0	6	3	1	6,6,8	3	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^SCNC(CCCCCC$18/21)O(CCCCCC$25/5)O$14/16C/13C/11C^RCO/34C/10=O/2=O	1	1	38	30	5	3	0	0	0	18	4	3	6,6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^SCNC(CCCCCC$18/21)OCO($20/5)O$14/16C/13C/11C^RCO/30C/10=O/2=O	1	1	34	25	6	3	0	0	0	12	4	2	5,6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^SCNC(CCCCCC$18/21)OCO($20/5)O$14/16C/13C/11C^SCO/30C/10=O/2=O	1	1	34	25	6	3	0	0	0	12	4	2	5,6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^SCNC(CCCNCC$18/5)O$14/16C/13C/11C^RCO/27C/10=O/2=O	1	1	31	23	4	4	0	0	0	12	3	2	6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^SCNCCCCCCC$18/16C/14O($5)/13C/11C^RCO/27C/10=O/2=O	1	1	31	24	4	3	0	0	0	6	3	1	6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^SCNCN(CCCCCC$19/21CCCC$20/5)O$14/17=O/16C/13C/11C^RCO/33C/10=O/2=O	1	1	37	28	5	4	0	0	0	16	4	3	6,6,6,8	3	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^SCNCN(CCCCCC$19/22)OCO($21/5)O$14/17=O/16C/13C/11C^RCO/32C/10=O/2=O	1	1	36	25	7	4	0	0	0	12	4	2	5,6,6,8	3	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^SCNCN(CCCCCC$19/22)OCO($21/5)O$14/17=O/16C/13C/11C^SCO/32C/10=O/2=O	1	1	36	25	7	4	0	0	0	12	4	2	5,6,6,8	3	0	3	C
*CN(CCCCCC$4/6)CNCC^RC^SCNCNCCCCCC$19/17=O/16C/14O($5)/13C/11C^RCO/29C/10=O/2=O	1	1	33	24	5	4	0	0	0	6	3	1	6,6,8	3	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^RCNC(CCCCCC$18/21)OCO($20/5)O$14/16C/13C/11C^RCO/30C/10=O/2=O	1	1	34	25	6	3	0	0	0	12	4	2	5,6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^RCNC(CCCCCC$18/21)OCO($20/5)O$14/16C/13C/11C^SCO/30C/10=O/2=O	1	1	34	25	6	3	0	0	0	12	4	2	5,6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^RCNC(CCCNCC$18/5)O$14/16C/13C/11C^RCO/27C/10=O/2=O	1	1	31	23	4	4	0	0	0	12	3	2	6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^RCNCCCCCCC$18/16C/14O($5)/13C/11C^RCO/27C/10=O/2=O	1	1	31	24	4	3	0	0	0	6	3	1	6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^RCNCN(CCCCCC$19/21CCCC$20/5)O$14/17=O/16C/13C/11C^RCO/33C/10=O/2=O	1	1	37	28	5	4	0	0	0	16	4	3	6,6,6,8	3	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^RCNCN(CCCCCC$19/21CCCC$20/5)O$14/17=O/16C/13C/11C^SCO/33C/10=O/2=O	1	1	37	28	5	4	0	0	0	16	4	3	6,6,6,8	3	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^SCNC(CCCCCC$18/21)O(CCCCCC$25/5)O$14/16C/13C/11C^RCO/34C/10=O/2=O	1	1	38	30	5	3	0	0	0	18	4	3	6,6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^SCNC(CCCNCC$18/5)O$14/16C/13C/11C^RCO/27C/10=O/2=O	1	1	31	23	4	4	0	0	0	12	3	2	6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^SCNC(CCCNCC$18/5)O$14/16C/13C/11C^SCO/27C/10=O/2=O	1	1	31	23	4	4	0	0	0	12	3	2	6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^SCNCCCCCCC$18/16C/14O($5)/13C/11C^RCO/27C/10=O/2=O	1	1	31	24	4	3	0	0	0	6	3	1	6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^SCNCCCCCCC$18/16C/14O($5)/13C/11C^SCO/27C/10=O/2=O	1	1	31	24	4	3	0	0	0	6	3	1	6,6,8	2	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^SCNCN(CCCCCC$19/21CCCC$20/5)O$14/17=O/16C/13C/11C^RCO/33C/10=O/2=O	1	1	37	28	5	4	0	0	0	16	4	3	6,6,6,8	3	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^SCNCN(CCCCCC$19/22)OCO($21/5)O$14/17=O/16C/13C/11C^RCO/32C/10=O/2=O	1	1	36	25	7	4	0	0	0	12	4	2	5,6,6,8	3	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^SCNCN(CCCCCC$19/22)OCO($21/5)O$14/17=O/16C/13C/11C^SCO/32C/10=O/2=O	1	1	36	25	7	4	0	0	0	12	4	2	5,6,6,8	3	0	3	C
*CN(CCCCCC$4/6)CNCC^SC^SCNCNCCCCCC$19/17=O/16C/14O($5)/13C/11C^RCO/29C/10=O/2=O	1	1	33	24	5	4	0	0	0	6	3	1	6,6,8	3	0	3	C
*CN(CCCCCC$4/7)CNCC^RC^RCNC(CCCCCC$18/6)OCC^R$16/26C/17=O/14C/13OC/11C/10=O/2=O	1	1	33	25	5	3	0	0	0	12	3	2	6,6,12	3	0	1	C
*CN(CCCCCC$4/7)CNCC^RC^RCNC(CCCCCC$18/6)OCC^S$16/26C/17=O/14C/13OC/11C/10=O/2=O	1	1	33	25	5	3	0	0	0	12	3	2	6,6,12	3	0	1	C
*CN(CCCCCC$4/7)CNCC^RC^RCNC^RCO($6)/17C/14C/13OC/11C/10=O/2=O	1	1	25	18	4	3	0	0	0	6	2	1	6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^RC^RCNC^RCO($6)/17C/16C(CNCCS$22)/14C/13OC/11C/10=O/2=O	1	1	31	22	4	4	1	0	0	11	3	2	5,6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^RC^RCNC^RCO($6)/17C/16C/14C/13OC/11C/10=O/2=O	1	1	26	19	4	3	0	0	0	6	2	1	6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^RC^RCNC^RCO($6)/17C/16CCC/14C/13OC/11C/10=O/2=O	1	1	28	21	4	3	0	0	0	6	2	1	6,12	2	0	3	C
*CN(CCCCCC$4/7)CNCC^RC^RCNC^RCO($6)/17C/16CCC/21=O/14C/13OC/11C/10=O/2=O	1	1	29	21	5	3	0	0	0	6	2	1	6,12	3	0	3	C
*CN(CCCCCC$4/7)CNCC^RC^RCNC^SCO($6)/17C/14C/13OC/11C/10=O/2=O	1	1	25	18	4	3	0	0	0	6	2	1	6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^RC^RCNC^SCO($6)/17C/16C(CNCCS$22)/14C/13OC/11C/10=O/2=O	1	1	31	22	4	4	1	0	0	11	3	2	5,6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^RC^RCNC^SCO($6)/17C/16C/14C/13OC/11C/10=O/2=O	1	1	26	19	4	3	0	0	0	6	2	1	6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^RC^RCNC^SCO($6)/17C/16CCC/14C/13OC/11C/10=O/2=O	1	1	28	21	4	3	0	0	0	6	2	1	6,12	2	0	3	C
*CN(CCCCCC$4/7)CNCC^RC^RCNC^SCO($6)/17C/16CCC/21=O/14C/13OC/11C/10=O/2=O	1	1	29	21	5	3	0	0	0	6	2	1	6,12	3	0	3	C
*CN(CCCCCC$4/7)CNCC^RC^SCNC(CCCCCC$18/6)OCC^R$16/26C/17=O/14C/13OC/11C/10=O/2=O	1	1	33	25	5	3	0	0	0	12	3	2	6,6,12	3	0	1	C
*CN(CCCCCC$4/7)CNCC^RC^SCNC^RCO($6)/17C/14C/13OC/11C/10=O/2=O	1	1	25	18	4	3	0	0	0	6	2	1	6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^RC^SCNC^RCO($6)/17C/16C/14C/13OC/11C/10=O/2=O	1	1	26	19	4	3	0	0	0	6	2	1	6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^RC^SCNC^RCO($6)/17C/16CCC/14C/13OC/11C/10=O/2=O	1	1	28	21	4	3	0	0	0	6	2	1	6,12	2	0	3	C
*CN(CCCCCC$4/7)CNCC^RC^SCNC^RCO($6)/17C/16CCC/21=O/14C/13OC/11C/10=O/2=O	1	1	29	21	5	3	0	0	0	6	2	1	6,12	3	0	3	C
*CN(CCCCCC$4/7)CNCC^SC^RCNC(CCCCCC$18/21)F/16C^RCO($6)/25C/14C/13OC/11C/10=O/2=O	1	1	33	25	4	3	0	0	1	12	3	2	6,6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^RCNC(CCCCCC$18/6)OCC^R$16/26C/17=O/14C/13OC/11C/10=O/2=O	1	1	33	25	5	3	0	0	0	12	3	2	6,6,12	3	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^RCNC(CCCCCC$18/6)OCC^S$16/26C/17=O/14C/13OC/11C/10=O/2=O	1	1	33	25	5	3	0	0	0	12	3	2	6,6,12	3	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^RCNC^RCO($6)/17C/14C/13OC/11C/10=O/2=O	1	1	25	18	4	3	0	0	0	6	2	1	6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^RCNC^RCO($6)/17C/16C(CNCCS$22)/14C/13OC/11C/10=O/2=O	1	1	31	22	4	4	1	0	0	11	3	2	5,6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^RCNC^RCO($6)/17C/16C/14C/13OC/11C/10=O/2=O	1	1	26	19	4	3	0	0	0	6	2	1	6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^RCNC^RCO($6)/17C/16CCC/21=O/14C/13OC/11C/10=O/2=O	1	1	29	21	5	3	0	0	0	6	2	1	6,12	3	0	3	C
*CN(CCCCCC$4/7)CNCC^SC^RCNC^SCO($6)/17C/14C/13OC/11C/10=O/2=O	1	1	25	18	4	3	0	0	0	6	2	1	6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^RCNC^SCO($6)/17C/16C(CNCCS$22)/14C/13OC/11C/10=O/2=O	1	1	31	22	4	4	1	0	0	11	3	2	5,6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^RCNC^SCO($6)/17C/16C/14C/13OC/11C/10=O/2=O	1	1	26	19	4	3	0	0	0	6	2	1	6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^RCNC^SCO($6)/17C/16CCC/14C/13OC/11C/10=O/2=O	1	1	28	21	4	3	0	0	0	6	2	1	6,12	2	0	3	C
*CN(CCCCCC$4/7)CNCC^SC^RCNC^SCO($6)/17C/16CCC/21=O/14C/13OC/11C/10=O/2=O	1	1	29	21	5	3	0	0	0	6	2	1	6,12	3	0	3	C
*CN(CCCCCC$4/7)CNCC^SC^SCNC(CCCCCC$18/6)OCC^R$16/26C/17=O/14C/13OC/11C/10=O/2=O	1	1	33	25	5	3	0	0	0	12	3	2	6,6,12	3	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^SCNC(CCCCCC$18/6)OCC^S$16/26C/17=O/14C/13OC/11C/10=O/2=O	1	1	33	25	5	3	0	0	0	12	3	2	6,6,12	3	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^SCNC^RCO($6)/17C/14C/13OC/11C/10=O/2=O	1	1	25	18	4	3	0	0	0	6	2	1	6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^SCNC^RCO($6)/17C/16C(CNCCS$22)/14C/13OC/11C/10=O/2=O	1	1	31	22	4	4	1	0	0	11	3	2	5,6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^SCNC^RCO($6)/17C/16C/14C/13OC/11C/10=O/2=O	1	1	26	19	4	3	0	0	0	6	2	1	6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^SCNC^RCO($6)/17C/16CCC/14C/13OC/11C/10=O/2=O	1	1	28	21	4	3	0	0	0	6	2	1	6,12	2	0	3	C
*CN(CCCCCC$4/7)CNCC^SC^SCNC^RCO($6)/17C/16CCC/21=O/14C/13OC/11C/10=O/2=O	1	1	29	21	5	3	0	0	0	6	2	1	6,12	3	0	3	C
*CN(CCCCCC$4/7)CNCC^SC^SCNC^SCO($6)/17C/14C/13OC/11C/10=O/2=O	1	1	25	18	4	3	0	0	0	6	2	1	6,12	2	0	1	C
*CN(CCCCCC$4/7)CNCC^SC^SCNC^SCO($6)/17C/16C(CNCCS$22)/14C/13OC/11C/10=O/2=O	1	1	31	22	4	4	1	0	0	11	3	2	5,6,12	2	0	1	C
